"Powered On VMs, x; Total VMs, x","Powered On VMs, y","Total VMs, y"
2017-12-28 01:59:00,277,353
2017-12-28 02:59:00,277,353
2017-12-28 03:59:00,277,353
2017-12-28 04:59:00,277,353
2017-12-28 05:59:00,277,353
2017-12-28 06:59:00,277,353
2017-12-28 07:59:00,277,353
2017-12-28 08:59:00,277,353
2017-12-28 09:59:00,277,353
2017-12-28 10:59:00,277,353
2017-12-28 11:59:00,277,353
2017-12-28 12:59:00,277,353
2017-12-28 13:59:00,277,353
2017-12-28 14:59:00,277,353
2017-12-28 15:59:00,277,353
2017-12-28 16:59:00,277,353
2017-12-28 17:59:00,277,353
2017-12-28 18:59:00,277,353
2017-12-28 19:59:00,277,353
2017-12-28 20:59:00,277,353
2017-12-28 21:59:00,277,353
2017-12-28 22:59:00,277,353
2017-12-28 23:59:00,277,353
2017-12-29 00:59:00,277,353
2017-12-29 01:59:00,277,353
2017-12-29 02:59:00,277,353
2017-12-29 03:59:00,277,353
2017-12-29 04:59:00,277,353
2017-12-29 05:59:00,277,353
2017-12-29 06:59:00,277,353
2017-12-29 07:59:00,277,353
2017-12-29 08:59:00,277,353
2017-12-29 09:59:00,277,353
2017-12-29 10:59:00,277,353
2017-12-29 11:59:00,277,353
2017-12-29 12:59:00,277,353
2017-12-29 13:59:00,277,353
2017-12-29 14:59:00,277,353
2017-12-29 15:59:00,277,353
2017-12-29 16:59:00,277,353
2017-12-29 17:59:00,277,353
2017-12-29 18:59:00,277,353
2017-12-29 19:59:00,277,353
2017-12-29 20:59:00,277,353
2017-12-29 21:59:00,277,353
2017-12-29 22:59:00,277,353
2017-12-29 23:59:00,277,353
2017-12-30 00:59:00,277,353
2017-12-30 01:59:00,277,353
2017-12-30 02:59:00,277,353
2017-12-30 03:59:00,277,353
2017-12-30 04:59:00,277,353
2017-12-30 05:59:00,277,353
2017-12-30 06:59:00,277,353
2017-12-30 07:59:00,277,353
2017-12-30 08:59:00,277,353
2017-12-30 09:59:00,277,353
2017-12-30 10:59:00,277,353
2017-12-30 11:59:00,277,353
2017-12-30 12:59:00,277,353
2017-12-30 13:59:00,277,353
2017-12-30 14:59:00,277,353
2017-12-30 15:59:00,277,353
2017-12-30 16:59:00,277,353
2017-12-30 17:59:00,277,353
2017-12-30 18:59:00,277,353
2017-12-30 19:59:00,277,353
2017-12-30 20:59:00,277,353
2017-12-30 21:59:00,277,353
2017-12-30 22:59:00,277,353
2017-12-30 23:59:00,277,353
2017-12-31 00:59:00,277,353
2017-12-31 01:59:00,277,353
2017-12-31 02:59:00,277,353
2017-12-31 03:59:00,277,353
2017-12-31 04:59:00,277,353
2017-12-31 05:59:00,277,353
2017-12-31 06:59:00,277,353
2017-12-31 07:59:00,277,353
2017-12-31 08:59:00,277,353
2017-12-31 09:59:00,277,353
2017-12-31 10:59:00,277,353
2017-12-31 11:59:00,277,353
2017-12-31 12:59:00,277,353
2017-12-31 13:59:00,277,353
2017-12-31 14:59:00,277,353
2017-12-31 15:59:00,277,353
2017-12-31 16:59:00,277,353
2017-12-31 17:59:00,277,353
2017-12-31 18:59:00,277,353
2017-12-31 19:59:00,277,353
2017-12-31 20:59:00,277,353
2017-12-31 21:59:00,277,353
2017-12-31 22:59:00,277,353
2017-12-31 23:59:00,277,353
2018-01-01 00:59:00,277,353
2018-01-01 01:59:00,277,353
2018-01-01 02:59:00,277,353
2018-01-01 03:59:00,277,353
2018-01-01 04:59:00,277,353
2018-01-01 05:59:00,277,353
2018-01-01 06:59:00,277,353
2018-01-01 07:59:00,277,353
2018-01-01 08:59:00,277,353
2018-01-01 09:59:00,277,353
2018-01-01 10:59:00,277,353
2018-01-01 11:59:00,277,353
2018-01-01 12:59:00,277,353
2018-01-01 13:59:00,277,353
2018-01-01 14:59:00,277,353
2018-01-01 15:59:00,277,353
2018-01-01 16:59:00,277,353
2018-01-01 17:59:00,277,353
2018-01-01 18:59:00,277,353
2018-01-01 19:59:00,277,353
2018-01-01 20:59:00,277,353
2018-01-01 21:59:00,277,353
2018-01-01 22:59:00,277,353
2018-01-01 23:59:00,277,353
2018-01-02 00:59:00,277,353
2018-01-02 01:59:00,277,353
2018-01-02 02:59:00,277,353
2018-01-02 03:59:00,277,353
2018-01-02 04:59:00,277,353
2018-01-02 05:59:00,277,353
2018-01-02 06:59:00,277,353
2018-01-02 07:59:00,277,353
2018-01-02 08:59:00,277,353
2018-01-02 09:59:00,277,353
2018-01-02 10:59:00,277,353
2018-01-02 11:59:00,277,353
2018-01-02 12:59:00,277,353
2018-01-02 13:59:00,277,353
2018-01-02 14:59:00,277,353
2018-01-02 15:59:00,277,353
2018-01-02 16:59:00,277,353
2018-01-02 17:59:00,277,353
2018-01-02 18:59:00,277,353
2018-01-02 19:59:00,277,353
2018-01-02 20:59:00,277,353
2018-01-02 21:59:00,277,353
2018-01-02 22:59:00,277,353
2018-01-02 23:59:00,277,353
2018-01-03 00:59:00,277,353
2018-01-03 01:59:00,277,353
2018-01-03 02:59:00,277,353
2018-01-03 03:59:00,277,353
2018-01-03 04:59:00,277,353
2018-01-03 05:59:00,277,353
2018-01-03 06:59:00,277,353
2018-01-03 07:59:00,277,353
2018-01-03 08:59:00,277,353
2018-01-03 09:59:00,277,353
2018-01-03 10:59:00,277,353
2018-01-03 11:59:00,277,353
2018-01-03 12:59:00,277,353
2018-01-03 13:59:00,277,353
2018-01-03 14:59:00,277,353
2018-01-03 15:59:00,277,353
2018-01-03 16:59:00,277,353
2018-01-03 17:59:00,277,353
2018-01-03 18:59:00,277,353
2018-01-03 19:59:00,277,353
2018-01-03 20:59:00,277,353
2018-01-03 21:59:00,277,353
2018-01-03 22:59:00,277,353
2018-01-03 23:59:00,277,353
2018-01-04 00:59:00,277,353
2018-01-04 01:59:00,277,353
2018-01-04 02:59:00,277,353
2018-01-04 03:59:00,277,353
2018-01-04 04:59:00,277,353
2018-01-04 05:59:00,277,353
2018-01-04 06:59:00,277,353
2018-01-04 07:59:00,277,353
2018-01-04 08:59:00,277,353
2018-01-04 09:59:00,277,353
2018-01-04 10:59:00,277,353
2018-01-04 11:59:00,277,353
2018-01-04 12:59:00,277,353
2018-01-04 13:59:00,277,353
2018-01-04 14:59:00,277,353
2018-01-04 15:59:00,277,353
2018-01-04 16:59:00,277,353
2018-01-04 17:59:00,277,353
2018-01-04 18:59:00,277,353
2018-01-04 19:59:00,277,353
2018-01-04 20:59:00,277,353
2018-01-04 21:59:00,277,353
2018-01-04 22:59:00,277,353
2018-01-04 23:59:00,277,353
2018-01-05 00:59:00,277,353
2018-01-05 01:59:00,277,353
2018-01-05 02:59:00,277,353
2018-01-05 03:59:00,277,353
2018-01-05 04:59:00,277,353
2018-01-05 05:59:00,277,353
2018-01-05 06:59:00,277,353
2018-01-05 07:59:00,277,353
2018-01-05 08:59:00,277,353
2018-01-05 09:59:00,277,353
2018-01-05 10:59:00,277,353
2018-01-05 11:59:00,277,353
2018-01-05 12:59:00,277,353
2018-01-05 13:59:00,277,353
2018-01-05 14:59:00,277,353
2018-01-05 15:59:00,277,353
2018-01-05 16:59:00,277,353
2018-01-05 17:59:00,277,353
2018-01-05 18:59:00,277,353
2018-01-05 19:59:00,277,353
2018-01-05 20:59:00,277,353
2018-01-05 21:59:00,277,353
2018-01-05 22:59:00,277,353
2018-01-05 23:59:00,277,353
2018-01-06 00:59:00,277,353
2018-01-06 01:59:00,277,353
2018-01-06 02:59:00,277,353
2018-01-06 03:59:00,277,353
2018-01-06 04:59:00,277,353
2018-01-06 05:59:00,277,353
2018-01-06 06:59:00,277,353
2018-01-06 07:59:00,277,353
2018-01-06 08:59:00,277,353
2018-01-06 09:59:00,277,353
2018-01-06 10:59:00,277,353
2018-01-06 11:59:00,277,353
2018-01-06 12:59:00,277,353
2018-01-06 13:59:00,277,353
2018-01-06 14:59:00,277,353
2018-01-06 15:59:00,277,353
2018-01-06 16:59:00,277,353
2018-01-06 17:59:00,277,353
2018-01-06 18:59:00,277,353
2018-01-06 19:59:00,277,353
2018-01-06 20:59:00,277,353
2018-01-06 21:59:00,277,353
2018-01-06 22:59:00,277,353
2018-01-06 23:59:00,277,353
2018-01-07 00:59:00,277,353
2018-01-07 01:59:00,277,353
2018-01-07 02:59:00,277,353
2018-01-07 03:59:00,277,353
2018-01-07 04:59:00,277,353
2018-01-07 05:59:00,277,353
2018-01-07 06:59:00,277,353
2018-01-07 07:59:00,277,353
2018-01-07 08:59:00,277,353
2018-01-07 09:59:00,277,353
2018-01-07 10:59:00,277,353
2018-01-07 11:59:00,277,353
2018-01-07 12:59:00,277,353
2018-01-07 13:59:00,277,353
2018-01-07 14:59:00,277,353
2018-01-07 15:59:00,277,353
2018-01-07 16:59:00,277,353
2018-01-07 17:59:00,277,353
2018-01-07 18:59:00,277,353
2018-01-07 19:59:00,277,353
2018-01-07 20:59:00,277,353
2018-01-07 21:59:00,277,353
2018-01-07 22:59:00,277,353
2018-01-07 23:59:00,277,353
2018-01-08 00:59:00,277,353
2018-01-08 01:59:00,277,353
2018-01-08 02:59:00,277,353
2018-01-08 03:59:00,277,353
2018-01-08 04:59:00,277,353
2018-01-08 05:59:00,277,353
2018-01-08 06:59:00,277,353
2018-01-08 07:59:00,277,353
2018-01-08 08:59:00,277,353
2018-01-08 09:59:00,277,353
2018-01-08 10:59:00,277,353
2018-01-08 11:59:00,277,353
2018-01-08 12:59:00,277,353
2018-01-08 13:59:00,277,353
2018-01-08 14:59:00,277,353
2018-01-08 15:59:00,277,353
2018-01-08 16:59:00,277,353
2018-01-08 17:59:00,277,353
2018-01-08 18:59:00,277,353
2018-01-08 19:59:00,277,353
2018-01-08 20:59:00,277,353
2018-01-08 21:59:00,277,353
2018-01-08 22:59:00,277,353
2018-01-08 23:59:00,277,353
2018-01-09 00:59:00,277,353
2018-01-09 01:59:00,277,353
2018-01-09 02:59:00,277,353
2018-01-09 03:59:00,277,353
2018-01-09 04:59:00,277,353
2018-01-09 05:59:00,277,353
2018-01-09 06:59:00,277,353
2018-01-09 07:59:00,277,353
2018-01-09 08:59:00,277,353
2018-01-09 09:59:00,278,354
2018-01-09 10:59:00,278,354
2018-01-09 11:59:00,278,354
2018-01-09 12:59:00,278,354
2018-01-09 13:59:00,278,354
2018-01-09 14:59:00,278,354
2018-01-09 15:59:00,278,354
2018-01-09 16:59:00,278,354
2018-01-09 17:59:00,278,354
2018-01-09 18:59:00,278,354
2018-01-09 19:59:00,278,354
2018-01-09 20:59:00,278,354
2018-01-09 21:59:00,278,354
2018-01-09 22:59:00,278,354
2018-01-09 23:59:00,278,354
2018-01-10 00:59:00,278,354
2018-01-10 01:59:00,278,354
2018-01-10 02:59:00,278,354
2018-01-10 03:59:00,278,354
2018-01-10 04:59:00,278,354
2018-01-10 05:59:00,278,354
2018-01-10 06:59:00,278,354
2018-01-10 07:59:00,278,354
2018-01-10 08:59:00,278,354
2018-01-10 09:59:00,278,354
2018-01-10 10:59:00,278,354
2018-01-10 11:59:00,278,354
2018-01-10 12:59:00,278,354
2018-01-10 13:59:00,278,354
2018-01-10 14:59:00,278,354
2018-01-10 15:59:00,278,354
2018-01-10 16:59:00,278,354
2018-01-10 17:59:00,278,354
2018-01-10 18:59:00,278,354
2018-01-10 19:59:00,278,354
2018-01-10 20:59:00,278,354
2018-01-10 21:59:00,278,354
2018-01-10 22:59:00,278,354
2018-01-10 23:59:00,278,354
2018-01-11 00:59:00,278,354
2018-01-11 01:59:00,278,354
2018-01-11 02:59:00,278,354
2018-01-11 03:59:00,278,354
2018-01-11 04:59:00,278,354
2018-01-11 05:59:00,278,354
2018-01-11 06:59:00,278,354
2018-01-11 07:59:00,278,354
2018-01-11 08:59:00,278,354
2018-01-11 09:59:00,278,354
2018-01-11 10:59:00,278,354
2018-01-11 11:59:00,278,354
2018-01-11 12:59:00,278,354
2018-01-11 13:59:00,278,354
2018-01-11 14:59:00,278,354
2018-01-11 15:59:00,278,354
2018-01-11 16:59:00,278,354
2018-01-11 17:59:00,278,354
2018-01-11 18:59:00,278,354
2018-01-11 19:59:00,278,354
2018-01-11 20:59:00,278,354
2018-01-11 21:59:00,278,354
2018-01-11 22:59:00,278,354
2018-01-11 23:59:00,278,354
2018-01-12 00:59:00,278,354
2018-01-12 01:59:00,278,354
2018-01-12 02:59:00,278,354
2018-01-12 03:59:00,278,354
2018-01-12 04:59:00,278,354
2018-01-12 05:59:00,278,354
2018-01-12 06:59:00,278,354
2018-01-12 07:59:00,278,354
2018-01-12 08:59:00,278,354
